Gender,LoanDuration,Age,Amount,DebtToIncome,Education,ExistingLiabilities,OccupationArea,default
0,48,36,2156,0,5,1,-1,Yes
0,36,59,530,0,4,1,-1,Yes
0,36,32,530,0,4,2,-1,Yes
0,36,56,530,0,1,4,-1,No
0,36,48,1751,0,4,1,-1,Yes
1,36,64,2183,0,5,1,-1,No
0,36,31,530,0,4,10,-1,Yes
0,36,29,530,0,4,10,-1,Yes
2,36,43,530,0,3,0,-1,Yes
2,36,30,530,0,5,0,-1,Yes
1,36,33,530,0,5,1,-1,Yes
2,36,22,530,0,5,1,-1,No
0,36,43,530,0,3,0,-1,Yes
1,36,38,1106,0,4,3,-1,No
0,36,30,530,0,5,6,-1,No
0,36,30,530,0,4,3,-1,Yes
0,36,37,530,0,3,1,-1,No
0,48,39,2174,0,4,1,-1,Yes
0,48,45,3461,0,4,1,-1,Yes
2,36,33,690,0,1,7,-1,Yes
0,36,27,2280,0,3,0,-1,Yes
0,36,34,530,0,5,0,-1,No
0,48,28,530,0,4,0,-1,No
0,36,48,2125,0,5,5,-1,Yes
0,36,32,530,0,4,2,-1,No
0,36,51,1380,0,4,3,-1,No
2,36,42,1565,0,5,3,-1,No
2,36,36,530,0,2,0,-1,Yes
0,36,25,530,0,5,1,-1,Yes
0,48,41,530,0,3,0,-1,No
2,48,33,3505,0,4,5,-1,Yes
1,36,40,530,0,4,4,-1,Yes
0,48,28,3930,0,3,3,-1,Yes
0,36,42,530,0,2,8,-1,Yes
0,36,32,530,0,4,0,-1,No
0,36,58,530,0,4,1,-1,Yes
1,36,61,530,0,3,7,-1,No
2,36,32,1457,0,4,1,-1,Yes
1,36,45,530,0,3,2,-1,Yes
0,36,64,530,0,5,0,-1,Yes
0,36,26,530,0,5,3,-1,No
1,24,42,2655,0,5,1,-1,No
0,48,56,530,0,4,0,-1,No
1,48,36,2230,0,4,2,-1,No
0,36,34,3535,0,5,4,-1,Yes
1,36,52,3080,0,4,5,-1,No
0,36,38,1805,0,4,1,-1,No
0,36,50,530,0,1,0,-1,Yes
1,36,27,530,0,4,3,-1,No
0,36,56,3142,0,4,4,-1,Yes
0,36,56,3006,0,5,3,-1,Yes
0,36,53,4158,0,4,1,-1,Yes
0,48,52,530,0,4,2,-1,No
2,36,54,1723,0,5,3,-1,No
1,36,68,2020,0,1,1,-1,Yes
1,36,45,3400,0,1,2,-1,No
1,36,49,1380,0,5,3,-1,No
0,36,30,530,0,4,8,-1,Yes
1,36,53,530,0,3,3,-1,No
1,48,40,530,0,5,6,-1,No
0,36,45,1590,0,4,2,-1,No
0,36,50,1099,0,5,4,-1,No
1,36,47,530,0,5,5,-1,No
0,36,52,2222,0,3,4,-1,No
1,36,39,1590,0,4,3,-1,No
1,36,60,1700,0,4,1,-1,No
1,36,37,2445,0,5,5,-1,No
0,36,25,1227,0,5,1,-1,Yes
1,36,47,530,0,4,6,-1,No
0,36,54,530,0,3,16,-1,No
0,48,41,955,0,4,8,-1,No
1,36,42,2391,0,5,0,-1,Yes
1,36,28,530,0,4,5,-1,No
1,36,56,530,0,4,0,-1,No
0,36,47,530,0,4,3,-1,No
0,36,32,530,0,4,0,-1,No
1,36,24,5231,0,5,2,-1,No
0,24,37,530,0,4,0,-1,No
1,36,41,530,0,3,10,-1,Yes
2,36,29,1630,0,5,2,-1,No
0,48,40,530,0,4,0,-1,Yes
2,36,36,1145,0,4,1,-1,Yes
1,36,53,2214,0,5,3,-1,No
1,12,26,1060,0,4,3,-1,No
1,36,29,1165,0,4,1,-1,No
1,48,30,1060,0,1,3,-1,Yes
0,36,29,1569,0,1,2,-1,No
1,36,41,2986,0,5,8,-1,No
0,36,25,530,0,4,1,-1,No
0,36,29,1805,0,4,7,-1,No
1,36,58,3590,0,5,1,-1,No
1,36,39,740,0,3,5,-1,Yes
0,36,33,1724,0,2,2,-1,Yes
0,36,33,530,0,4,18,-1,Yes
1,48,50,1534,0,3,4,-1,No
2,36,56,530,0,4,2,-1,Yes
1,36,37,530,0,2,8,-1,Yes
1,36,58,3638,0,4,5,-1,No
0,12,31,530,0,5,0,-1,No
1,36,47,740,0,5,7,-1,No
0,48,43,3415,0,3,0,-1,No
0,36,42,530,0,4,13,-1,No
0,36,42,1165,0,5,5,-1,Yes
0,36,43,530,0,3,8,-1,Yes
0,12,39,1060,0,4,3,-1,No
0,36,29,740,0,4,10,-1,Yes
0,36,39,530,0,4,0,-1,Yes
1,36,25,530,0,1,4,-1,Yes
0,36,28,530,0,4,4,-1,Yes
1,36,68,4250,0,1,1,-1,Yes
0,48,40,530,0,5,0,-1,No
1,36,57,530,0,5,1,-1,No
0,36,27,3103,0,3,3,-1,Yes
2,36,33,530,0,1,8,-1,No
1,36,55,2125,0,4,3,-1,No
0,36,23,530,0,4,5,-1,No
2,36,37,530,0,2,0,-1,No
1,24,33,530,0,1,8,-1,No
1,36,39,530,0,5,6,-1,Yes
1,24,41,1590,0,4,0,-1,No
0,36,37,530,0,3,0,-1,No
0,36,28,530,0,4,7,-1,Yes
0,36,26,530,0,5,0,-1,No
0,48,41,2686,0,5,0,-1,Yes
0,48,24,530,0,5,0,-1,No
0,36,59,530,0,5,10,-1,Yes
2,36,36,530,0,1,1,-1,No
0,36,44,2733,0,4,4,-1,No
0,12,58,530,0,4,3,-1,No
0,36,40,1590,0,2,4,-1,No
0,36,39,2281,0,3,3,-1,Yes
0,36,41,530,0,4,1,-1,Yes
2,36,37,530,0,5,0,-1,Yes
0,36,30,530,0,4,1,-1,Yes
0,36,29,530,0,4,0,-1,Yes
0,36,35,530,0,4,1,-1,Yes
0,24,43,2125,0,3,0,-1,No
1,36,54,2459,0,4,2,-1,No
2,36,42,530,0,3,19,-1,Yes
1,48,27,2020,0,3,0,-1,No
2,36,53,1227,0,3,5,-1,Yes
0,36,52,530,0,2,15,-1,No
1,36,48,2458,0,5,2,-1,No
0,36,31,530,0,3,3,-1,No
0,36,44,2367,0,4,0,-1,No
0,36,43,2509,0,1,8,-1,Yes
1,36,52,530,0,5,15,-1,No
0,36,52,530,0,5,8,-1,Yes
0,12,46,1165,0,4,7,-1,No
0,36,39,2037,0,4,2,-1,No
1,36,37,530,0,3,2,-1,No
2,36,42,1458,0,3,5,-1,No
0,36,41,530,0,1,0,-1,Yes
0,48,44,2020,0,2,2,-1,Yes
2,36,62,530,0,5,2,-1,Yes
0,36,54,3844,0,4,1,-1,Yes
0,36,28,530,0,3,3,-1,No
0,36,40,530,0,1,0,-1,No
0,36,27,530,0,4,7,-1,No
1,36,31,3061,0,1,2,-1,No
0,36,55,3185,0,4,1,-1,No
0,36,36,530,0,2,6,-1,No
0,36,55,2353,0,4,0,-1,No
1,36,30,2549,0,4,5,-1,Yes
1,36,34,2335,0,4,1,-1,No
0,36,25,2881,0,4,2,-1,Yes
2,36,42,530,0,3,15,-1,No
0,36,34,530,0,1,1,-1,No
1,36,46,530,0,3,8,-1,No
0,36,44,1925,0,3,9,-1,Yes
0,48,36,4822,0,4,6,-1,No
0,36,31,530,0,4,2,-1,Yes
1,36,39,530,0,4,8,-1,Yes
0,36,24,2335,0,3,3,-1,No
1,36,24,530,0,4,3,-1,Yes
1,36,55,530,0,4,26,-1,Yes
2,36,53,4250,0,5,4,-1,Yes
0,36,34,4355,0,3,2,-1,No
1,36,51,530,0,4,6,-1,No
0,36,52,530,0,5,0,-1,No
1,36,55,3185,0,5,1,-1,No
0,36,30,3295,0,4,3,-1,No
0,36,36,2230,0,5,3,-1,No
1,36,38,2550,0,1,3,-1,Yes
1,36,32,1590,0,4,2,-1,Yes
0,36,65,2795,0,5,2,-1,Yes
2,36,40,530,0,1,2,-1,Yes
0,48,25,530,0,4,0,-1,Yes
0,48,39,3185,0,4,1,-1,Yes
0,48,22,530,0,4,1,-1,No
0,24,43,1992,0,5,1,-1,Yes
0,36,29,530,0,3,1,-1,No
1,48,25,2125,0,5,1,-1,No
0,36,36,2020,0,5,2,-1,No
2,36,25,1275,0,5,2,-1,Yes
1,36,31,850,0,4,2,-1,Yes
0,36,38,2655,0,4,2,-1,Yes
1,36,41,4250,0,4,0,-1,No
0,36,37,530,0,5,3,-1,No
0,36,26,530,0,4,2,-1,Yes
2,36,27,530,0,1,1,-1,Yes
1,36,45,2870,0,4,6,-1,Yes
0,36,60,4095,0,4,5,-1,Yes
1,36,40,6375,0,4,5,-1,No
0,36,57,2335,0,2,1,-1,Yes
0,36,42,530,0,5,0,-1,No
1,48,52,1275,0,4,7,-1,Yes
0,36,48,530,0,1,0,-1,No
0,36,62,6601,0,5,1,-1,No
1,36,60,2125,0,5,4,-1,Yes
0,24,49,2552,0,4,1,-1,No
0,48,39,7411,0,4,2,-1,No
0,36,26,1590,0,4,3,-1,Yes
1,36,60,530,0,4,5,-1,No
0,36,46,530,0,5,2,-1,No
1,36,60,1485,0,4,5,-1,Yes
0,48,22,530,0,4,0,-1,No
0,36,27,530,0,5,1,-1,No
2,36,27,530,0,5,5,-1,Yes
1,36,52,5950,0,5,2,-1,No
1,36,42,530,0,5,15,-1,Yes
0,24,47,1590,0,4,0,-1,No
0,36,50,4376,0,4,1,-1,No
0,36,68,530,0,2,4,-1,No
0,36,24,530,0,5,0,-1,Yes
1,36,40,1165,0,1,0,-1,Yes
1,36,32,4570,0,4,3,-1,Yes
0,36,60,3400,0,3,3,-1,Yes
1,36,51,3144,0,4,0,-1,No
0,36,48,530,0,3,8,-1,No
1,36,50,530,0,3,5,-1,No
1,36,46,1910,0,4,0,-1,No
1,36,34,1165,0,4,1,-1,Yes
1,36,47,2125,0,4,3,-1,No
0,36,43,1590,0,3,1,-1,No
0,36,38,1060,0,4,2,-1,No
1,36,30,530,0,5,11,-1,Yes
0,36,29,530,0,1,3,-1,Yes
0,36,26,2688,0,3,6,-1,No
0,36,34,530,0,1,1,-1,No
0,36,36,2956,0,5,1,-1,No
0,36,23,530,0,4,1,-1,No
0,36,32,530,0,5,0,-1,Yes
1,36,47,530,0,2,11,-1,No
1,48,43,3185,0,3,4,-1,No
1,36,38,530,0,5,6,-1,Yes
0,36,42,2607,0,5,7,-1,Yes
0,36,32,530,0,5,0,-1,No
1,36,41,2020,0,4,3,-1,Yes
0,36,41,530,0,4,1,-1,No
0,36,34,530,0,4,3,-1,Yes
0,36,33,1060,0,4,2,-1,Yes
1,36,30,2230,0,3,1,-1,No
0,36,51,530,0,5,1,-1,No
0,36,43,850,0,4,6,-1,No
2,36,34,530,0,5,0,-1,No
2,36,49,530,0,5,23,-1,Yes
0,36,39,530,0,4,1,-1,No
0,36,32,530,0,5,2,-1,No
1,36,29,2335,0,3,4,-1,Yes
1,36,46,1060,0,5,7,-1,No
0,36,33,530,0,4,16,-1,Yes
2,36,38,530,0,5,1,-1,Yes
1,36,46,530,0,3,6,-1,No
0,36,52,530,0,5,1,-1,No
1,36,50,2445,0,4,4,-1,No
0,48,32,5113,0,5,0,-1,No
0,48,43,530,0,3,0,-1,No
0,36,27,2546,0,4,0,-1,Yes
2,36,52,1380,0,4,7,-1,No
0,36,59,530,0,4,1,-1,Yes
0,36,44,530,0,5,2,-1,Yes
0,36,43,530,0,5,7,-1,No
0,36,55,1700,0,5,2,-1,Yes
1,36,36,530,0,5,2,-1,Yes
0,36,45,530,0,4,1,-1,Yes
1,36,32,530,0,4,2,-1,No
2,36,35,1395,0,4,2,-1,No
1,36,43,1805,0,3,4,-1,Yes
1,36,45,1805,0,4,3,-1,No
1,36,48,2442,0,5,0,-1,Yes
0,36,59,1590,0,5,0,-1,No
0,36,46,530,0,5,12,-1,Yes
2,36,29,1891,0,3,3,-1,Yes
2,36,42,1380,0,1,2,-1,Yes
1,36,63,530,0,4,13,-1,Yes
1,36,32,2550,0,3,2,-1,No
1,36,23,530,0,4,4,-1,Yes
2,36,47,530,0,3,0,-1,No
1,36,37,530,0,4,14,-1,No
2,36,34,530,0,4,0,-1,No
0,36,47,530,0,4,0,-1,Yes
1,36,30,5070,0,5,3,-1,No
0,48,19,530,0,5,0,-1,Yes
1,36,57,1165,0,5,7,-1,Yes
0,36,24,530,0,4,2,-1,No
1,36,48,3462,0,4,7,-1,No
1,36,63,2655,0,5,2,-1,No
1,48,48,530,0,4,2,-1,No
0,36,27,530,0,1,4,-1,No
0,36,24,530,0,3,5,-1,No
1,36,31,2335,0,1,4,-1,No
0,24,45,5315,0,5,0,-1,No
1,36,29,635,0,4,2,-1,No
1,36,26,3153,0,5,6,-1,Yes
0,36,47,530,0,4,2,-1,No
0,36,31,955,0,4,0,-1,Yes
2,48,34,530,0,4,0,-1,Yes
1,36,66,955,0,4,1,-1,No
0,36,30,530,0,1,0,-1,Yes
1,48,30,1590,0,4,4,-1,No
0,36,25,2655,0,5,2,-1,Yes
1,36,31,2109,0,5,0,-1,No
2,48,35,349,0,4,0,-1,No
0,36,37,530,0,5,0,-1,Yes
1,36,49,1060,0,5,4,-1,No
0,24,29,740,0,5,0,-1,No
0,36,51,4675,0,4,5,-1,Yes
2,36,22,549,0,5,2,-1,No
0,36,43,497,0,4,0,-1,Yes
1,36,61,1641,0,3,0,-1,Yes
1,36,28,530,0,4,6,-1,Yes
0,36,25,740,0,5,2,-1,No
1,36,35,530,0,4,15,-1,Yes
0,36,28,530,0,5,0,-1,No
0,48,58,3403,0,5,1,-1,Yes
0,36,27,530,0,4,0,-1,No
1,36,49,2532,0,5,10,-1,No
0,36,52,530,0,3,2,-1,No
0,36,52,530,0,4,2,-1,Yes
1,36,63,530,0,5,5,-1,No
1,36,51,1790,0,4,0,-1,No
0,24,26,530,0,3,4,-1,No
1,36,33,2760,0,5,1,-1,No
1,36,47,2407,0,5,3,-1,No
0,36,21,2356,0,3,4,-1,Yes
1,36,43,530,0,5,14,-1,No
1,36,58,1165,0,5,7,-1,No
1,36,23,1380,0,4,3,-1,Yes
1,24,38,1060,0,4,4,-1,No
0,48,28,2020,0,5,0,-1,Yes
0,36,40,1862,0,1,1,-1,Yes
0,36,30,530,0,3,0,-1,No
0,36,45,755,0,5,2,-1,No
0,36,23,530,0,4,0,-1,No
1,36,26,2125,0,4,4,-1,No
1,36,43,530,0,4,7,-1,Yes
0,48,31,530,0,4,4,-1,No
0,24,31,1060,0,4,1,-1,No
1,36,42,1275,0,3,7,-1,Yes
0,36,62,530,0,2,2,-1,No
0,48,45,530,0,3,1,-1,Yes
0,36,21,530,0,5,0,-1,No
1,36,51,530,0,4,2,-1,Yes
1,36,44,2335,0,4,4,-1,Yes
0,36,61,530,0,4,0,-1,No
0,36,48,1628,0,4,0,-1,No
0,48,29,530,0,4,0,-1,Yes
0,36,38,381,0,4,0,-1,No
1,36,22,530,0,4,3,-1,No
0,36,59,2384,0,5,2,-1,Yes
0,48,36,1590,0,5,2,-1,Yes
2,36,27,530,0,3,0,-1,No
1,36,27,635,0,3,5,-1,Yes
0,36,35,3720,0,5,4,-1,Yes
0,36,40,3436,0,5,2,-1,Yes
0,36,49,530,0,3,2,-1,Yes
0,36,25,530,0,4,7,-1,Yes
0,36,61,1590,0,5,5,-1,No
0,36,52,530,0,5,8,-1,No
1,36,61,530,0,4,2,-1,No
0,48,22,530,0,4,0,-1,Yes
1,12,34,530,0,4,3,-1,Yes
1,36,60,1700,0,5,3,-1,Yes
1,36,42,1397,0,4,2,-1,No
1,36,42,530,0,5,9,-1,No
0,36,33,530,0,4,1,-1,Yes
0,36,40,3999,0,4,2,-1,No
1,36,66,1275,0,5,1,-1,No
0,24,35,740,0,4,2,-1,Yes
0,36,52,4064,0,4,1,-1,No
1,36,42,530,0,5,4,-1,No
2,36,43,530,0,5,20,-1,Yes
0,36,27,2125,0,3,4,-1,Yes
1,36,63,530,0,2,7,-1,No
0,36,30,3599,0,4,3,-1,No
0,36,21,530,0,1,2,-1,Yes
0,36,45,530,0,4,4,-1,No
0,36,47,4145,0,5,8,-1,Yes
1,36,42,2335,0,1,3,-1,Yes
0,12,25,530,0,4,2,-1,Yes
2,36,24,530,0,5,3,-1,Yes
0,36,25,530,0,5,0,-1,Yes
0,36,52,2015,0,3,4,-1,Yes
1,36,53,3930,0,5,3,-1,No
1,36,49,530,0,4,4,-1,Yes
1,36,70,530,0,2,10,-1,Yes
2,36,41,530,0,2,0,-1,No
0,36,40,530,0,5,0,-1,Yes
0,36,59,3022,0,4,3,-1,Yes
1,36,44,4250,0,5,3,-1,No
2,36,37,530,0,1,1,-1,No
0,36,66,530,0,1,1,-1,Yes
0,36,27,3185,0,3,4,-1,No
1,36,48,530,0,4,9,-1,No
1,36,53,1590,0,4,0,-1,No
0,48,29,5315,0,1,2,-1,Yes
1,36,55,1893,0,1,13,-1,Yes
1,36,45,1275,0,4,5,-1,Yes
0,36,46,530,0,4,2,-1,Yes
1,36,30,1972,0,1,2,-1,Yes
0,36,55,530,0,1,8,-1,Yes
2,36,28,530,0,2,8,-1,No
0,48,47,530,0,2,14,-1,Yes
0,36,23,530,0,1,6,-1,Yes
1,36,62,3684,0,2,4,-1,No
1,48,34,850,0,4,4,-1,No
0,36,50,2445,0,4,7,-1,Yes
0,36,43,530,0,5,1,-1,Yes
0,36,46,530,0,3,1,-1,No
2,48,41,8080,0,5,1,-1,Yes
0,36,35,3185,0,5,6,-1,No
1,36,39,530,0,4,7,-1,Yes
2,36,36,530,0,3,2,-1,No
1,36,27,530,0,4,9,-1,Yes
1,36,48,530,0,5,6,-1,Yes
1,36,70,2125,0,4,7,-1,Yes
0,36,44,530,0,5,1,-1,No
0,36,27,530,0,4,0,-1,Yes
0,36,54,530,0,4,1,-1,No
0,36,68,530,0,5,16,-1,No
0,36,43,2975,0,3,5,-1,Yes
1,12,43,530,0,5,5,-1,No
0,36,67,6165,0,4,1,-1,Yes
1,36,60,530,0,3,4,-1,Yes
0,36,45,530,0,5,0,-1,Yes
0,36,31,530,0,4,2,-1,Yes
1,36,41,1805,0,5,7,-1,No
0,36,41,530,0,5,0,-1,No
1,36,43,2101,0,5,2,-1,Yes
0,36,46,3720,0,5,5,-1,Yes
1,36,40,2870,0,4,1,-1,No
1,36,34,530,0,4,7,-1,No
0,36,30,530,0,5,6,-1,Yes
1,48,39,6375,0,3,1,-1,Yes
1,24,41,530,0,4,4,-1,No
0,36,41,530,0,4,3,-1,No
1,36,28,2020,0,4,1,-1,Yes
1,36,38,7276,0,5,3,-1,Yes
1,36,53,530,0,5,14,-1,No
0,36,41,530,0,5,1,-1,Yes
0,24,35,2465,0,5,0,-1,No
1,36,55,1380,0,5,0,-1,Yes
0,36,44,530,0,2,0,-1,Yes
0,36,33,3185,0,3,1,-1,Yes
0,36,31,1833,0,3,5,-1,Yes
1,48,33,530,0,3,9,-1,Yes
0,36,36,530,0,4,5,-1,No
2,36,38,530,0,5,6,-1,No
1,48,53,2453,0,5,0,-1,Yes
1,36,38,4250,0,5,4,-1,No
0,36,54,2056,0,4,1,-1,No
0,48,39,530,0,3,1,-1,No
1,36,50,1380,0,4,4,-1,No
0,36,28,530,0,2,2,-1,Yes
0,36,25,530,0,4,0,-1,Yes
1,36,61,530,0,4,3,-1,No
1,36,33,530,0,5,3,-1,No
1,36,45,1700,0,5,5,-1,No
0,36,36,530,0,3,5,-1,Yes
1,36,35,530,0,4,8,-1,No
1,36,60,530,0,5,12,-1,No
0,36,58,530,0,2,1,-1,No
0,36,34,530,0,5,0,-1,No
0,36,29,530,0,5,1,-1,No
1,36,57,2550,0,1,6,-1,No
1,36,32,2121,0,5,0,-1,Yes
2,36,37,530,0,3,4,-1,Yes
1,36,61,1590,0,4,0,-1,Yes
1,36,42,530,0,4,6,-1,Yes
0,36,47,2326,0,3,2,-1,Yes
1,36,60,530,0,5,3,-1,No
1,36,42,2125,0,5,0,-1,No
0,36,43,530,0,4,9,-1,Yes
0,36,38,2125,0,5,0,-1,No
0,12,51,530,0,5,2,-1,No
0,36,28,3615,0,5,4,-1,No
0,36,34,530,0,4,9,-1,Yes
1,36,46,2055,0,5,5,-1,No
1,36,24,1590,0,5,7,-1,No
0,36,41,2020,0,5,2,-1,Yes
0,36,35,530,0,5,2,-1,No
0,36,50,530,0,5,5,-1,No
0,36,42,530,0,3,7,-1,No
0,48,53,530,0,5,0,-1,Yes
1,36,29,530,0,4,4,-1,No
0,36,40,530,0,3,4,-1,No
0,36,29,530,0,4,5,-1,No
0,36,39,530,0,4,0,-1,No
0,24,50,1275,0,4,5,-1,No
0,36,22,635,0,3,3,-1,Yes
0,36,46,530,0,5,1,-1,No
1,36,36,2020,0,1,0,-1,Yes
0,36,24,530,0,3,1,-1,No
1,36,63,5525,0,1,2,-1,Yes
1,36,56,530,0,5,3,-1,No
1,36,29,530,0,5,2,-1,No
0,36,25,7140,0,4,2,-1,Yes
0,12,28,850,0,4,4,-1,No
0,36,20,530,0,4,0,-1,Yes
1,36,49,4040,0,5,3,-1,No
1,36,51,1624,0,5,0,-1,No
1,24,30,530,0,1,7,-1,No
0,36,34,530,0,3,2,-1,Yes
1,48,27,530,0,5,0,-1,Yes
1,36,45,1805,0,5,7,-1,No
1,36,62,5950,0,3,4,-1,Yes
0,36,58,1165,0,2,0,-1,No
2,48,29,530,0,3,1,-1,Yes
2,48,38,530,0,3,1,-1,No
0,36,32,3720,0,5,1,-1,No
0,36,39,530,0,5,0,-1,No
0,36,33,530,0,5,2,-1,No
0,36,33,2125,0,4,5,-1,No
0,36,46,2860,0,3,0,-1,No
0,36,38,530,0,4,1,-1,No
0,36,34,530,0,1,1,-1,No
0,36,54,2477,0,3,1,-1,No
0,36,51,530,0,4,8,-1,No
1,36,24,530,0,4,10,-1,Yes
0,36,63,530,0,4,2,-1,Yes
0,24,40,530,0,4,4,-1,No
1,36,44,530,0,3,1,-1,No
2,36,34,530,0,5,1,-1,Yes
1,36,48,1805,0,4,5,-1,No
1,36,60,530,0,1,10,-1,No
0,36,37,530,0,3,0,-1,Yes
0,36,56,530,0,3,25,-1,Yes
0,36,42,2842,0,4,6,-1,No
0,48,24,2125,0,1,2,-1,Yes
2,48,40,1496,0,3,0,-1,Yes
1,36,49,2877,0,5,4,-1,No
0,48,44,2301,0,3,1,-1,Yes
0,36,33,2125,0,5,6,-1,No
1,36,41,530,0,5,5,-1,No
0,48,41,3722,0,5,1,-1,No
0,48,47,2230,0,3,1,-1,Yes
0,36,53,4674,0,3,2,-1,Yes
2,36,22,530,0,5,1,-1,Yes
0,48,35,530,0,5,1,-1,No
0,36,46,530,0,4,5,-1,No
1,36,49,1805,0,5,2,-1,No
0,36,35,2435,0,3,2,-1,No
0,48,32,530,0,4,0,-1,No
0,36,24,530,0,4,3,-1,Yes
1,36,53,530,0,3,8,-1,No
0,36,47,530,0,1,1,-1,Yes
0,24,42,530,0,4,1,-1,Yes
0,48,22,4204,0,4,2,-1,Yes
2,48,68,530,0,2,0,-1,Yes
0,36,30,530,0,4,1,-1,Yes
0,48,37,530,0,4,0,-1,Yes
0,48,40,530,0,3,21,-1,Yes
0,36,69,530,0,1,8,-1,Yes
0,36,53,3185,0,5,1,-1,Yes
0,48,47,3094,0,5,3,-1,No
1,36,53,2273,0,3,1,-1,Yes
0,36,27,2125,0,5,1,-1,Yes
0,36,42,1805,0,4,6,-1,No
1,36,42,1275,0,1,2,-1,No
0,36,49,2874,0,2,1,-1,Yes
1,36,39,2351,0,3,3,-1,Yes
0,48,25,530,0,4,0,-1,No
0,36,43,530,0,4,0,-1,Yes
0,48,24,1060,0,4,1,-1,No
0,36,49,1590,0,5,0,-1,Yes
0,36,33,2906,0,4,1,-1,Yes
1,36,35,530,0,5,2,-1,No
0,36,27,530,0,3,0,-1,Yes
0,36,29,530,0,5,1,-1,Yes
1,36,47,740,0,5,4,-1,No
0,36,48,530,0,1,0,-1,No
0,36,33,530,0,5,0,-1,No
0,36,24,530,0,4,2,-1,Yes
2,36,30,530,0,3,0,-1,No
0,36,44,530,0,3,0,-1,Yes
0,36,63,530,0,5,8,-1,Yes
1,36,37,530,0,1,4,-1,No
0,48,43,530,0,5,1,-1,No
1,36,51,530,0,4,2,-1,No
1,48,20,530,0,5,0,-1,Yes
1,36,51,1590,0,5,4,-1,No
1,36,59,1958,0,5,2,-1,Yes
0,36,52,530,0,1,0,-1,Yes
0,36,22,955,0,1,2,-1,Yes
0,36,34,530,0,5,2,-1,Yes
0,36,25,530,0,4,7,-1,No
2,36,37,530,0,1,1,-1,Yes
0,36,39,3185,0,3,0,-1,No
0,36,51,1910,0,5,5,-1,No
0,36,24,2870,0,4,4,-1,No
0,36,32,2045,0,3,1,-1,Yes
1,48,41,1399,0,5,0,-1,Yes
0,36,35,2975,0,5,5,-1,No
1,36,28,2125,0,5,0,-1,No
2,36,34,530,0,4,0,-1,No
0,36,35,2125,0,3,1,-1,Yes
0,36,41,530,0,5,2,-1,No
0,36,49,530,0,4,3,-1,No
1,36,28,530,0,3,5,-1,No
0,36,66,740,0,5,8,-1,No
1,36,58,530,0,4,16,-1,Yes
0,36,52,530,0,5,3,-1,Yes
0,36,41,530,0,3,2,-1,Yes
0,36,50,530,0,4,4,-1,No
0,36,26,530,0,5,1,-1,Yes
0,36,32,530,0,5,0,-1,No
0,36,55,530,0,4,2,-1,No
0,36,66,530,0,1,3,-1,No
0,36,32,530,0,5,0,-1,No
0,24,30,1639,0,3,1,-1,No
0,48,35,850,0,5,5,-1,No
1,36,52,1590,0,4,2,-1,No
0,36,38,530,0,4,13,-1,Yes
0,24,30,2335,0,5,0,-1,No
1,36,39,740,0,4,2,-1,Yes
2,36,32,530,0,5,15,-1,Yes
1,36,46,530,0,4,3,-1,No
0,48,29,3400,0,3,5,-1,No
0,36,39,530,0,4,0,-1,No
1,36,54,4250,0,5,3,-1,Yes
0,36,56,530,0,4,2,-1,Yes
0,36,35,5420,0,4,4,-1,No
1,36,27,1805,0,3,8,-1,Yes
0,36,48,6704,0,3,9,-1,No
2,36,45,3505,0,4,1,-1,No
0,48,41,530,0,1,1,-1,No
1,36,24,530,0,4,2,-1,Yes
0,24,30,530,0,5,2,-1,No
0,36,29,2550,0,3,2,-1,No
0,36,35,530,0,4,1,-1,No
0,36,40,3185,0,4,2,-1,No
0,36,37,530,0,5,0,-1,Yes
0,36,36,530,0,4,2,-1,No
0,36,27,530,0,5,10,-1,No
0,12,42,1590,0,5,1,-1,No
0,48,52,2445,0,4,1,-1,No
0,24,27,530,0,4,5,-1,No
0,48,48,530,0,4,0,-1,Yes
0,48,36,2033,0,5,1,-1,No
0,36,28,530,0,5,5,-1,No
1,36,66,2125,0,5,0,-1,No
0,36,42,2125,0,3,3,-1,No
2,36,49,530,0,4,7,-1,No
2,36,48,530,0,1,9,-1,Yes
1,36,34,740,0,4,5,-1,Yes
0,36,60,530,0,5,6,-1,No
0,12,39,530,0,4,1,-1,No
2,36,24,530,0,5,1,-1,No
0,36,29,530,0,3,0,-1,No
0,36,52,530,0,5,0,-1,Yes
0,36,48,530,0,1,0,-1,No
1,36,64,1955,0,4,6,-1,No
0,36,44,530,0,5,4,-1,No
0,36,48,530,0,4,1,-1,Yes
1,36,44,3825,0,4,1,-1,Yes
0,36,61,530,0,4,1,-1,Yes
1,36,48,2065,0,3,0,-1,Yes
2,36,36,530,0,5,7,-1,Yes
2,36,37,1164,0,5,2,-1,Yes
0,36,57,530,0,5,0,-1,No
1,48,69,530,0,4,3,-1,Yes
0,36,63,530,0,1,1,-1,No
0,36,23,530,0,5,1,-1,No
2,48,34,530,0,4,1,-1,Yes
2,36,47,530,0,4,1,-1,Yes
0,36,29,530,0,4,6,-1,No
0,36,23,530,0,2,3,-1,Yes
1,48,37,1485,0,4,1,-1,No
2,36,35,530,0,4,0,-1,No
0,36,30,1389,0,4,6,-1,Yes
1,36,23,3185,0,5,0,-1,No
1,36,36,2125,0,1,2,-1,No
0,36,59,1324,0,3,1,-1,Yes
0,36,70,530,0,5,12,-1,No
2,36,23,530,0,4,1,-1,Yes
